Question,Answer,Furigana,Meaning,Example,Translation,VocabWords
"戸","と","と","door (esp. Japanese-style), shutter.","誰かが戸をやかましくノックしている。","Someone is knocking loudly at the door.",""
"五","ご","ご","five, 5.","この箱にはリンゴが五つ入っている。","This box contains five apples.",""
"午後","ごご","ご.ご","afternoon, p.m.","その急行は午後六時三十分着だ。","The express arrives at 6:30 p.m.","午前, 正午, 後者"
"午前","ごぜん","ご.ぜん","morning, a.m.","その電車は午前９時にここを出発します。","The train departs here at 9:00 a.m.","午後, 正午, 名前, 以前, 前進"
"後","あと","あと","behind, rear.","少女たちのうち一人が後に残された。","One of the girls was left behind.",""
"後ろ","うしろ","うし","back, behind.","後ろを刈り上げてください。","I want it tapered in the back.","午後, 後者"
"公園","こうえん","こう.えん","(public) park, bringing one's child to the local park to play for the first time.","この公園はすべての人に公開されている。","The park is open to everybody.","公平, 公式, 園芸, 公務員, 動物園, 幼稚園"
"口","くち","くち","mouth, opening.","椅子に横たわる私に、歯科衛生士の女性が「はい、お口を開けてください」と言ったのです。","The woman dental hygienist said to me, lying down in the chair, Right, please open your mouth.",""
"広い","ひろい","ひろ","spacious, vast.","ジョンソン氏の部屋は広かった。","Mr Johnson's was a large room.","広告, 背広, 広場"
"高い","たかい","たか","high, tall.","銀行はリスクの高い顧客へのローンには高い金利をつける。","Banks charge higher interest on loans to risky customers.","高校, 残高, 高校生"
"黒","くろ","くろ","black, black stone.","２匹犬を飼っているが、１匹は白でもう１匹は黒だ。","I have two dogs. One is white and the other black.",""
"今","いま","いま","now, the present time.","今のアナウンスは何だったのですか。","What did the announcement just say?",""
"今月","こんげつ","こん.げつ","this month, (charge) for this month.","今月の売り上げはよくない。","Sales have been off this month.","今日, 今朝, 今年, 月給, 先月, 三日月, 生年月日"
"今週","こんしゅう","こん.しゅう","this week, this weekend.","今週はどちらにいらしゃいましたか。","Where have you been this week?","今月, 今日, 今朝, 今年, 先週, 毎週, 来週"
"左","ひだり","ひだり","left, left-hand side.","そのポールは左に傾いた。","The pole inclined to the left.",""
"砂糖","さとう","さ.とう","sugar, sugarcane (Saccharum officinarum).","はちには砂糖が全然ない。","There is no sugar in the bowl.","砂利, 砂漠, 糖分, 血糖, 糖尿病, サハラ砂漠"
"雑誌","ざっし","ざっ.し","magazine, journal.","その雑誌はどこで買えますか。","Where can I buy that magazine?","複雑, 雑巾, 混雑, 雑音, 日誌, 週刊誌, 学会誌"
"三つ","みっつ","みっ","three, three years of age.","ボーイさん、コーヒー３つください。","Waiter, three coffees, please.","再三, 三日月"
"山","やま","やま","mountain, hill.","高い山の頂上は空気が薄い。","The air is thin at the top of a high mountain.",""
"仕事","しごと","し.ごと","work, job.","「あなたは仕事が気に入っていると思います」「いやそれどころか、嫌いです」","I think you like your job. On the contrary, I hate it.","仕方, 奉仕, 事故, 見事, 仕組み, 仕上げ, 事務所"
"使う","つかう","つか","to use (a tool, method, etc.), to make use of.","「あなたの辞書を使ってもいいですか」「はい、どうぞ」","Can I use your dictionary? Yes, here you are.","使用, 大使, 大使館"
"姉","あね","あね","older sister, elder sister.","姉は私のズボンにアイロンをかけてくれる。","My sister presses my trousers.",""
"子供","こども","こ.ども","child, children.","あなたには何人子供がいますか。","How many children do you have?","帽子, 双子, 椅子, 王子, 供給, 提供, 供述"
"私","わたし","わたし","I, me.","騒がしいホームで誰かが私の名前を呼んでいるのが聞こえた。","I could hear someone calling my name on the noisy platform.",""
"紙","かみ","かみ","paper, newspaper.","紙に線を１本引きなさい。","Draw a line on the paper.",""
"歯","は","は","tooth, teeth.","その赤ちゃんは歯が生えはじめている。","The baby is cutting his teeth.",""
"持つ","もつ","も","to hold (in one's hand), to take.","コートを持ちましょうか。","Shall I carry your coat?","維持, 持参, 気持ち, 金持ち"
"時間","じかん","じ.かん","time, hour.","いつだって読書の時間は見つけられる。","We can always find time for reading.","時々, 何時, 時計, 時代, 昼間, 人間, 世間"
"時計","とけい","と.けい","clock, watch.","あなたの時計では何時ですか。","What time is it by your watch?","時間, 時々, 何時, 時代, 会計, 計画, 計算"
"耳","みみ","みみ","ear, hearing.","私は受話器を耳に当てた。","I put the receiver to my ear.",""
"自転車","じてんしゃ","じ.てん.しゃ","bicycle, bike.","ケンは自転車を白く塗りました。","Ken painted his bicycle white.","自然, 運転, 歯車, 電車, 自惚れ, 自動車, 運転手"
"自動車","じどうしゃ","じ.どう.しゃ","car, automobile.","私達はその自動車を12,000ドルで買った。","We bought the car for $12,000.","自然, 動物, 歯車, 電車, 自転車, 自惚れ"
"自分","じぶん","じ.ぶん","myself, yourself.","矛盾する報告を受けて、その役員は自分の立場を考え直した。","Conflicting reports prompted the director to reconsider her position.","自然, 大分, 半分, 自転車, 自惚れ, 自動車"
"七","しち","しち","seven, seven years of age.","私は今朝7時に起きた。","I got up at seven this morning.",""
"質問","しつもん","しつ.もん","question, inquiry.","その事故について彼に質問した。","I asked him about the accident.","質素, 人質, 気質, 問題, 疑問, 問い合わせ"
"写真","しゃしん","しゃ.しん","photograph, photo.","あなたに何枚かの写真を見せましょう。","I will show you some pictures.","写生, 複写, 真剣, 真ん中, 真っ赤, 真っ直ぐ"
"車","くるま","くるま","car, automobile.","車を運転する時はいくら注意してもしすぎることはない。","You cannot be too careful when you drive a car.",""
"取る","とる","と","to take, to pick up.","先生はノートを取ることの大切さを強調した。","The teacher stressed the importance of taking notes.","取材, 取り替える, 取り上げる"
"手","て","て","hand, arm.","こちらに来るように手で合図した。","I made motions at him to come here with my hand.",""
"手紙","てがみ","て.がみ","letter, note.","ここにあなたあての手紙が何通かあります。","Here are some letters for you.","派手, 上手, 下手, 紙幣, 表紙, 運転手"
"酒","さけ","さけ","alcohol, sake.","僕は酒も煙草もやらないんだ。","I neither drink nor smoke.",""
"授業","じゅぎょう","じゅ.ぎょう","lesson, class.","それは授業の終わりだった。","That was the end of the class.","教授, 授与, 工業, 産業, 卒業, 営業, 助教授"
"秋","あき","あき","autumn, fall.","秋には木の葉が落ちる。","Leaves fall in the autumn.",""
"縦","たて","たて","the vertical, height.","テーブルを縦一列に並べなさい。","Put the tables end to end.",""
"出す","だす","だ","to take out, to get out.","お金がいくらか必要なら銀行から出してもよい。","You can withdraw some money out of the bank, if you need any.","出口, 提出, 出身, 引き出し"
"出口","でぐち","で.ぐち","exit, way out.","B2出口から地上に出てください。","Go up to ground level at exit B2.","提出, 出身, 人口, 悪口, 利口, 引き出し"
"春","はる","はる","spring, springtime.","多くの植物は春に花をつける。","Many plants bloom in the spring.",""
"女","おんな","おんな","woman, female.","彼が戻ってきた時には、女は歩み去っていた。","When he came back, the woman had walked off.",""
"女の子","おんなのこ","おんな..こ","girl, daughter.","その女の子達は、とても忙しい。","Those girls are very busy.","女性, 女房, 彼女, 帽子, 子供, 双子, 椅子, 王子"
"少し","すこし","すこ","a little, a bit.","子供に少し愛情を注いで見給え、すると君におびただしい愛情が戻ってくる。","Give a little love to a child, and you get a great deal back.","少年, 多少"
"色","いろ","いろ","colour, color.","その色は彼女の髪の毛とよく合った。","The color went beautifully with her hair.",""
"食べ物","たべもの","た..もの","food, eatery.","冷蔵庫の中にたくさんの食べ物が入っていますか。","Is there much food in the refrigerator?","食堂, 食器, 建物, 動物, 物質, 荷物, 果物, 食料品"
"食堂","しょくどう","しょく.どう","dining room, dining hall.","私達の家は食堂を含めて７部屋あります。","Our house has seven rooms including the dining room.","食器, 講堂, 堂々, 一堂, 食べ物, 食料品, 議事堂"
"新しい","あたらしい","あたら","new, novel.","あなたの新しい車は調子よく動いていますか。","Is your new car behaving well?","新聞, 新鮮, 新聞社"
"新聞","しんぶん","しん.ぶん","newspaper, newspaper company.","ジョンのことが新聞に出ていた。","John was mentioned in the paper.","新鮮, 聞き取り"
"図書館","としょかん","と.しょ.かん","library, chief librarian.","私たちの学校には立派な図書館があります。","We have a nice school library.","地図, 葉書, 書留, 旅館, 下書き, 大使館, 映画館, 美術館, 図々しい"
"水","みず","みず","water (esp. cool or cold), fluid (esp. in an animal tissue).","水を加えてペースト状になるまでかき回しなさい。","Add water and stir to a paste.",""
"生徒","せいと","せい.と","pupil, student.","あなたは何と賢い生徒なのでしょう。","What a clever student you are!","学生, 徒歩, 教徒, 信徒, 学徒, 誕生日, 一生懸命"
"声","こえ","こえ","voice, singing (of a bird).","あなたの声が聞けてうれしいわ。","I am happy to hear your voice.",""
"西","にし","にし","west, Spain.","列車は西へ走っていた。","The train was hurrying west.",""
"青","あお","あお","blue, azure.","信号が青に変わったわよ。","The traffic light turned green.",""
"静か","しずか","しず","quiet, silent.","キャプテンは静かにするように命じた。","The captain commanded silence.","冷静, 静止, 安静"
"切手","きって","きっ.て","stamp (postage), merchandise certificate.","趣味は切手を集めることです。","My hobby is collecting stamps.","大切, 締切, 派手, 上手, 下手, 裏切る, 運転手"
"雪","ゆき","ゆき","snow, snowfall.","たぶん、明日は雪が降るだろう。","Probably it will snow tomorrow.",""
"先月","せんげつ","せん.げつ","last month.","先月は、ほとんど雨が降らなかった。","We had little rain last month.","先週, 今月, 月給, 真っ先, 三日月, 生年月日"
"先週","せんしゅう","せん.しゅう","last week, the week before.","この本は先週一番売れた。","This was the best-selling book last week.","先月, 今週, 毎週, 来週, 真っ先"
"先生","せんせい","せん.せい","teacher, instructor.","われわれの先生は真の意味で紳士です。","Our teacher is a gentleman in the true sense of the word.","先月, 先週, 学生, 真っ先, 誕生日, 一生懸命"
"千","せん","せん","thousand, 1,000.","飲み代として使った金額は総計７千ドルだった。","The total bill for drinks came up to 7000 dollars.",""
"全部","ぜんぶ","ぜん.ぶ","all, entire.","かばん全部に荷札をつけなさい。","Attach labels to all the bags.","安全, 完全, 部屋, 部長, 部分, 大部分"
"窓","まど","まど","window, counter.","窓を開けっぱなしにしておいたの？","Did you leave the window open?",""
"村","むら","むら","village, village headman.","町は村よりも大きい。","Towns are larger than villages.",""
"身体","しんたい","しん.たい","body, physical system.","カメレオンは周りの色に合わせて体色を変えることができる。","The chameleon can take on the colors of its background.","自身, 出身, 中身, 身長, 大体, 体裁, 一体, 全体"
"台所","だいどころ","だい.どころ","kitchen, financial situation.","メアリーは階段をおりて台所へ行った。","Mary went down to the kitchen.","台風, 舞台, 灯台, 近所, 余所, 事務所"
"大学","だいがく","だい.がく","university, college.","あなたは理科系の大学に進んだほうがいいよ。","You should go on to a technical college.","大勢, 大人, 学生, 学校, 大使館, 大好き, 小学校"
"大好き","だいすき","だい.す","liking very much, loving (something or someone).","こちらはケンです。彼は自分の犬が大好きです。","This is Ken. He really likes his dog.","大学, 大勢, 大人, 格好, 友好, 大使館, 好き好き"
"大使館","たいしかん","たい.し.かん","embassy, military officer attached to embassy.","大使館は最高裁判所に隣接している。","The embassy is located next to the Supreme Court.","大学, 大勢, 大人, 使用, 旅館, 大好き, 図書館, 映画館, 美術館"
"大丈夫","だいじょうぶ","だい.じょう.ぶ","safe, secure.","彼女は今のところ大丈夫です。","She is all right at the moment.","大学, 大勢, 大人, 頑丈, 夫人, 夫婦, 夫妻, 大使館, 大好き"
"大人","おとな","おとな","adult, grown-up.","大人だけこの映画が見える。","Only adults can see this film.","大学, 大勢, 人形, 一人, 恋人, 大使館, 大好き, 外国人"
"大勢","おおぜい","おお.ぜい","crowd of people, great number of people.","そこには大勢の人がいた。","There was a large crowd there.","大学, 大人, 姿勢, 情勢, 勢力, 大使館, 大好き"
"大切","たいせつ","たい.せつ","important, significant.","柔道では力より技のほうが大切である。","In judo, technique is more important than strength.","大学, 大勢, 大人, 切手, 締切, 大使館, 大好き, 裏切る"
"大変","たいへん","たい.へん","very, greatly.","１日中歩き回って大変疲れた。","I am dead tired from walking around all day.","大学, 大勢, 大人, 一変, 大使館, 大好き"
"男","おとこ","おとこ","man, male.","彼は多分よい男であるかも知れない。","He may be a good man for all I know.",""
"男の子","おとこのこ","おとこ..こ","boy, son.","あのハンサムな男の子を見て。","Look at that good-looking boy.","男性, 長男, 男子, 帽子, 子供, 双子, 椅子, 王子"
"知る","しる","し","to know, to be aware (of).","あなたは１９９０年から彼女を知っているのですか？","Have you known her since 1990?","知恵, 知事, ご存知"
"地下鉄","ちかてつ","ち.か.てつ","subway, metro.","地下鉄で行きたいのです。","I want to get there by subway.","地震, 地図, 生地, 地理, 靴下, 下宿, 鉄砲, 鉄橋, 鉄道"
"地図","ちず","ち.ず","map, atlas.","どこへ行けばヨーロッパの地図が手に入りますか。","Where can I obtain a map of Europe?","地震, 生地, 地理, 地下鉄, 図書館, 図々しい"
"池","いけ","いけ","pond, near the pond.","この前の夏にこの池は水がなくなりました。","The pond dried up last summer.",""
"昼","ひる","ひる","noon, midday.","ケンは昼まで家にいるでしょう。","Ken will be at home until noon.",""
"鳥","とり","とり","bird, bird meat (esp. chicken meat).","彼は森の中を歩いた。頭上では鳥が楽しくさえずっていた。","He walked in the forest, with birds singing cheerfully above his head.",""
"庭","にわ","にわ","garden, yard.","私たちの庭には２本の桜の木があります。","Our garden has two cherry trees.",""
"天気","てんき","てん.き","weather, fair weather.","彼は天気のよい日を利用して壁を塗った。","He took advantage of the fine weather to paint the wall.","天候, 天然, 天皇, 元気, 気配, 湯気, 気質"
"電気","でんき","でん.き","electricity, (electric) light.","このエアコンは電気を多量に消費する。","This air conditioner consumes a lot of electricity.","電車, 電話, 電報, 電灯, 元気, 気配, 湯気, 気質, 天気"
"電車","でんしゃ","でん.しゃ","train, electric train.","あなたは始発電車に間にあいましたか。","Did you catch the first train?","電気, 電話, 電報, 電灯, 歯車, 自転車, 自動車"
"電話","でんわ","でん.わ","telephone call, phone call.","電話は繰り返し鳴っていた。","The telephone rang repeatedly.","電気, 電車, 電報, 電灯, 会話, 話し合う"
"冬","ふゆ","ふゆ","winter, hibernation.","まもなく冬だ。","It will be winter before long.",""
"東","ひがし","ひがし","east, eastern Japan (esp. Kamakura or Edo, from perspective of Kyoto or Nara).","名古屋は京都の東の方にある。","Nagoya is to the east of Kyoto.",""
"動物","どうぶつ","どう.ぶつ","animal, zoo.","私はその動物の名前を知っている。","I know the name of this animal.","建物, 物質, 荷物, 果物, 自動車"
"道","みち","みち","road, path.","道は急斜面をジグザグにのぼっていた。","The path zigzagged up the steep slope.",""
"南","みなみ","みなみ","south, south wind tile.","フランスは英国の南にある。","France is to the south of England.",""
"難しい","むずかしい","むずか","difficult, hard.","私は彼女に難しい質問をした。","I asked her a difficult question.","困難, 盗難, 災難, 有難い"
"二","に","に","two, 2.","その穴は直径二メートルです。","The hole is two meters across.",""
"二つ","ふたつ","ふた","two, second (in a series).","２つの質問をしてもよいですか。","May I ask a couple of questions?","二人, 二階建て"
"肉","にく","にく","flesh, meat.","その動物は肉を常食としている。","That animal feeds on flesh.",""
"猫","ねこ","ねこ","cat (esp. the domestic cat, Felis catus), shamisen.","あなたのサイトは、猫に興味のある人達にとって魅力的です。","Your site appeals to people who are interested in cats.",""
"年","とし","とし","year, age.","一月は年の一番目の月です。","January is the first month of the year.",""
"売る","うる","う","to sell, to betray.","ガソリンはリットル単位で売られる。","Gasoline is sold by the liter.","商売, 販売, 売り場"
"白","しろ","しろ","white, innocence.","２匹犬を飼っているが、１匹は白でもう１匹は黒だ。","I have two dogs. One is white and the other black.",""
"半","はん","はん","half, semi-.","半時間したら彼はここに来るでしょう。","He will be here in half an hour.",""
"半分","はんぶん","はん.ぶん","half, half minute.","エミーはナプキンを半分に折りたたんだ。","Emmy folded the napkin in half.","大半, 半島, 自分, 大分"
"晩","ばん","ばん","evening, night.","グロリアは断然その晩のピカ一の歌手であった。","Gloria was easily the best singer of that evening.",""
"番号","ばんごう","ばん.ごう","number, series of digits.","ええ、じゃあ私の電話番号教えるね。","OK. Let me give you my number.","一番, 交番, 番組, 順番, 信号, 記号, 符号"
"飛行機","ひこうき","ひ.こう.き","airplane, aeroplane.","あなたは飛行機で旅行したことがありますか。","Have you ever traveled by air?","銀行, 行儀, 機会, 機械, 機関, 機能, 飛行場, 飛び出す"
"鼻","はな","はな","nose, nasal mucus.","鼻が出ているよ。かみなさい。","Your nose is running. Blow it.",""
"百","ひゃく","ひゃく","hundred, 100.","彼は口座から百ドル下ろした。","He drew $100 from his account.",""
"病院","びょういん","びょう.いん","hospital, clinic.","この近くに病院はありますか。","Is there a hospital near here?","病気, 看病, 入院, 退院, 寺院, 大学院"
"病気","びょうき","びょう.き","illness (usu. excluding minor ailments, e.g. common cold), disease.","あなたの病気がよくなることを願っています。","I hope you'll get well soon.","病院, 看病, 元気, 気配, 湯気, 気質, 天気"
"父","ちち","ちち","father, father and mother.","私の父は大の旅行好きです。","My father is a great traveler.",""
"部屋","へや","へ.や","room, chamber.","マユコは部屋に入った。","Mayuko entered the room.","全部, 部長, 部分, 屋上, 屋外, 床屋, 大部分, 八百屋"
"服","ふく","ふく","clothes (esp. Western clothes), clothing.","彼は濡れた服を火にあぶってかわかした。","He dried his wet clothes by the fire.",""
"文章","ぶんしょう","ぶん.しょう","writing, composition.","彼の文章はとても主観的だ。","His writing is very subjective.","注文, 文字, 作文, 憲章, 勲章, 楽章"
"便利","べんり","べん.り","convenient, handy.","電話は便利なものである。","The telephone is a convenience.","郵便, 不便, 利用, 権利, 不利, 利益, 郵便局"
"勉強","べんきょう","べん.きょう","study, diligence.","学校ではどんな科目を勉強しますか。","What subjects do you study at school?","勤勉, 勉学, 強盗, 力強い"
"母","はは","はは","mother, wife.","でもさ、母を連れて行かなくてはいけないんだ。","But, I have to take my mother.",""
"北","きた","きた","north, the North.","船はまっすぐ北に向かっている。","The ship is bearing due north.",""
"本当","ほんとう","ほん.とう","truth, reality.","その悪い知らせは残念ながら本当だ。","The bad news is unfortunately true.","日本, 本棚, 根本, 適当, お弁当"
"妹","いもうと","いもうと","younger sister, darling (woman).","あのかわいい少女は私の妹です。","That pretty girl is my sister.",""
"毎週","まいしゅう","まい.しゅう","every week.","彼らは毎週日曜日に教会へ行く。","They go to church every Sunday.","毎日, 毎朝, 毎晩, 今週, 先週, 来週"
"毎日","まいにち","まい.にち","every day, daily.","その犬に毎日食べ物をやって下さい。","Please feed the dog every day.","毎週, 毎朝, 毎晩, 日記, 日本, 火曜日"
"名前","なまえ","な.まえ","name, given name.","あなたの名前はリストからはずされた。","Your name was dropped from the list.","有名, 名字, 署名, 午前, 以前, 前進"
"木","き","き","tree, shrub.","その木には実がたわわになっていた。","The tree was heavy with fruit.",""
"問題","もんだい","もん.だい","question (e.g. on a test), problem.","あなたはどのようにしてその問題を解いたのですか。","How did you solve the problem?","質問, 疑問, 宿題, 話題, 題名, 問い合わせ"
"夜","よる","よる","night, evening.","あなたは夜よく寝れませんか。","Don't you sleep well at night?",""
"野菜","やさい","や.さい","vegetable, marijuana.","その店は野菜を売っている。","The store deals in vegetables.","分野, 平野, 視野, 白菜, 惣菜, 菜食, 山菜"
"薬","くすり","くすり","medicine, pharmaceuticals.","この薬を飲めば、あなたは頭痛が治るでしょう。","The medicine will cure your headache.",""
"友達","ともだち","とも.だち","friend, companion.","犬は人間の最も親しい友達である。","Dogs are man's closest friends.","友人, 友情, 親友, 配達, 発達, 達成"
"有名","ゆうめい","ゆう.めい","famous, well-known.","これは芭蕉の非常に有名な俳句です。","This is a very famous haiku by Basho.","有無, 有効, 有様, 名前, 名字, 署名, 有難い"
